State,State Code,Year of Death,Year of Death Code,Mother's Bridged Race/Hispanic Origin,Mother's Bridged Race/Hispanic Origin Code,Deaths,Births,Death Rate
Ohio,39,2009,2009,Non-Hispanic White,6,700,109760,6.38
Ohio,39,2009,2009,Non-Hispanic Black,7,341,23837,14.31
Ohio,39,2009,2009,Non-Hispanic other races,8,13,3606,3.61 (Unreliable)
Ohio,39,2009,2009,Origin unknown or not stated,9,12,743,16.15 (Unreliable)
Ohio,39,2010,2010,Mexican,2148-5,24,3105,7.73
Ohio,39,2010,2010,Non-Hispanic White,6,675,105356,6.41
Ohio,39,2010,2010,Non-Hispanic Black,7,317,22957,13.81
Ohio,39,2010,2010,Non-Hispanic other races,8,21,3676,5.71
Ohio,39,2010,2010,Origin unknown or not stated,9,15,816,18.38 (Unreliable)
Ohio,39,2011,2011,Mexican,2148-5,23,3074,7.48
Ohio,39,2011,2011,Puerto Rican,2180-8,11,1398,7.87 (Unreliable)
Ohio,39,2011,2011,Non-Hispanic White,6,682,104506,6.53
Ohio,39,2011,2011,Non-Hispanic Black,7,341,22835,14.93
Ohio,39,2011,2011,Non-Hispanic other races,8,12,3598,3.34 (Unreliable)
Ohio,39,2011,2011,Origin unknown or not stated,9,22,642,34.27
Ohio,39,2012,2012,Puerto Rican,2180-8,11,1432,7.68 (Unreliable)
Ohio,39,2012,2012,Non-Hispanic White,6,670,104116,6.44
Ohio,39,2012,2012,Non-Hispanic Black,7,300,23268,12.89
Ohio,39,2012,2012,Non-Hispanic other races,8,19,3985,4.77 (Unreliable)
Ohio,39,2012,2012,Origin unknown or not stated,9,12,590,20.34 (Unreliable)
Ohio,39,2013,2013,Mexican,2148-5,20,3034,6.59
Ohio,39,2013,2013,Puerto Rican,2180-8,15,1590,9.43 (Unreliable)
Ohio,39,2013,2013,Central or South American,4,10,1144,8.74 (Unreliable)
Ohio,39,2013,2013,Non-Hispanic White,6,622,104059,5.98
Ohio,39,2013,2013,Non-Hispanic Black,7,307,23772,12.91
Ohio,39,2013,2013,Non-Hispanic other races,8,21,3988,5.27
Ohio,39,2013,2013,Origin unknown or not stated,9,13,613,21.21 (Unreliable)
Ohio,39,2014,2014,Mexican,2148-5,22,3174,6.93
Ohio,39,2014,2014,Puerto Rican,2180-8,10,1650,6.06 (Unreliable)
Ohio,39,2014,2014,Non-Hispanic White,6,581,104102,5.58
Ohio,39,2014,2014,Non-Hispanic Black,7,312,23663,13.19
Ohio,39,2014,2014,Non-Hispanic other races,8,16,4303,3.72 (Unreliable)
Ohio,39,2015,2015,Mexican,2148-5,17,3056,5.56 (Unreliable)
Ohio,39,2015,2015,Puerto Rican,2180-8,12,1672,7.18 (Unreliable)
Ohio,39,2015,2015,Non-Hispanic White,6,594,103586,5.73
Ohio,39,2015,2015,Non-Hispanic Black,7,339,23739,14.28
Ohio,39,2015,2015,Non-Hispanic other races,8,17,4358,3.90 (Unreliable)
Ohio,39,2016,2016,Mexican,2148-5,21,3187,6.59
Ohio,39,2016,2016,Puerto Rican,2180-8,15,1803,8.32 (Unreliable)
Ohio,39,2016,2016,Non-Hispanic White,6,613,101564,6.04
Ohio,39,2016,2016,Non-Hispanic Black,7,327,23852,13.71
Ohio,39,2016,2016,Non-Hispanic other races,8,24,4831,4.97
Ohio,39,2017,2017,Mexican,2148-5,18,3095,5.82 (Unreliable)
Ohio,39,2017,2017,Puerto Rican,2180-8,15,1836,8.17 (Unreliable)
Ohio,39,2017,2017,Central or South American,4,13,1586,8.20 (Unreliable)
Ohio,39,2017,2017,Other and Unknown Hispanic,5,11,806,13.65 (Unreliable)
Ohio,39,2017,2017,Non-Hispanic White,6,537,100151,5.36
Ohio,39,2017,2017,Non-Hispanic Black,7,349,24097,14.48
Ohio,39,2017,2017,Non-Hispanic other races,8,27,4900,5.51
Ohio,39,2017,2017,Origin unknown or not stated,9,13,216,60.19 (Unreliable)
Oklahoma,40,2007,2007,Mexican,2148-5,35,6391,5.48
Oklahoma,40,2007,2007,Non-Hispanic White,6,279,35331,7.9
Oklahoma,40,2007,2007,Non-Hispanic Black,7,81,4912,16.49
Oklahoma,40,2007,2007,Non-Hispanic other races,8,63,7489,8.41
Oklahoma,40,2008,2008,Mexican,2148-5,36,6229,5.78
Oklahoma,40,2008,2008,Non-Hispanic White,6,241,35172,6.85
Oklahoma,40,2008,2008,Non-Hispanic Black,7,62,4960,12.5
Oklahoma,40,2008,2008,Non-Hispanic other races,8,49,7511,6.52
Oklahoma,40,2009,2009,Mexican,2148-5,42,6075,6.91
Oklahoma,40,2009,2009,Non-Hispanic White,6,233,34720,6.71
Oklahoma,40,2009,2009,Non-Hispanic Black,7,77,5083,15.15
Oklahoma,40,2009,2009,Non-Hispanic other races,8,68,7386,9.21
Oklahoma,40,2010,2010,Mexican,2148-5,23,5545,4.15
Oklahoma,40,2010,2010,Non-Hispanic White,6,247,34096,7.24
Oklahoma,40,2010,2010,Non-Hispanic Black,7,46,4802,9.58
Oklahoma,40,2010,2010,Non-Hispanic other races,8,70,7307,9.58
Oklahoma,40,2011,2011,Mexican,2148-5,34,5219,6.51
Oklahoma,40,2011,2011,Non-Hispanic White,6,227,33358,6.8
Oklahoma,40,2011,2011,Non-Hispanic Black,7,56,4815,11.63
Oklahoma,40,2011,2011,Non-Hispanic other races,8,49,7323,6.69
Oklahoma,40,2012,2012,Mexican,2148-5,38,5419,7.01
Oklahoma,40,2012,2012,Non-Hispanic White,6,227,33536,6.77
Oklahoma,40,2012,2012,Non-Hispanic Black,7,56,4917,11.39
Oklahoma,40,2012,2012,Non-Hispanic other races,8,64,7340,8.72
Oklahoma,40,2013,2013,Mexican,2148-5,31,5416,5.72
Oklahoma,40,2013,2013,Non-Hispanic White,6,202,33978,5.95
Oklahoma,40,2013,2013,Non-Hispanic Black,7,70,4832,14.49
Oklahoma,40,2013,2013,Non-Hispanic other races,8,41,7227,5.67
Oklahoma,40,2014,2014,Mexican,2148-5,33,5416,6.09
Oklahoma,40,2014,2014,Non-Hispanic White,6,272,33577,8.1
Oklahoma,40,2014,2014,Non-Hispanic Black,7,61,5044,12.09
Oklahoma,40,2014,2014,Non-Hispanic other races,8,56,7405,7.56
Oklahoma,40,2015,2015,Mexican,2148-5,34,5537,6.14
Oklahoma,40,2015,2015,Non-Hispanic White,6,218,33293,6.55
Oklahoma,40,2015,2015,Non-Hispanic Black,7,61,4995,12.21
Oklahoma,40,2015,2015,Non-Hispanic other races,8,54,7343,7.35
Oklahoma,40,2015,2015,Origin unknown or not stated,9,11,85,129.41 (Unreliable)
Oklahoma,40,2016,2016,Mexican,2148-5,33,5738,5.75
Oklahoma,40,2016,2016,Non-Hispanic White,6,199,32438,6.13
Oklahoma,40,2016,2016,Non-Hispanic Black,7,74,5132,14.42
Oklahoma,40,2016,2016,Non-Hispanic other races,8,70,7407,9.45
Oklahoma,40,2017,2017,Mexican,2148-5,44,5712,7.7
Oklahoma,40,2017,2017,Non-Hispanic White,6,200,30901,6.47
Oklahoma,40,2017,2017,Non-Hispanic Black,7,66,4829,13.67
Oklahoma,40,2017,2017,Non-Hispanic other races,8,65,6972,9.32
Oregon,41,2007,2007,Mexican,2148-5,44,9224,4.77
Oregon,41,2007,2007,Non-Hispanic White,6,191,34265,5.57
Oregon,41,2007,2007,Non-Hispanic other races,8,28,3507,7.98
Oregon,41,2008,2008,Mexican,2148-5,52,8990,5.78
Oregon,41,2008,2008,Non-Hispanic White,6,158,34054,4.64
Oregon,41,2008,2008,Non-Hispanic Black,7,15,1211,12.39 (Unreliable)
Oregon,41,2008,2008,Non-Hispanic other races,8,21,3462,6.07
Oregon,41,2009,2009,Mexican,2148-5,30,8491,3.53
Oregon,41,2009,2009,Non-Hispanic White,6,172,32788,5.25
Oregon,41,2009,2009,Non-Hispanic other races,8,16,3373,4.74 (Unreliable)
Oregon,41,2010,2010,Mexican,2148-5,41,8092,5.07
Oregon,41,2010,2010,Non-Hispanic White,6,141,31680,4.45
Oregon,41,2010,2010,Non-Hispanic Black,7,11,1141,9.64 (Unreliable)
Oregon,41,2010,2010,Non-Hispanic other races,8,25,3297,7.58
Oregon,41,2011,2011,Mexican,2148-5,29,7558,3.84
Oregon,41,2011,2011,Non-Hispanic White,6,137,31768,4.31
Oregon,41,2011,2011,Non-Hispanic Black,7,10,1168,8.56 (Unreliable)
Oregon,41,2011,2011,Non-Hispanic other races,8,18,3261,5.52 (Unreliable)
Oregon,41,2012,2012,Mexican,2148-5,39,7397,5.27
Oregon,41,2012,2012,Non-Hispanic White,6,159,31773,5
Oregon,41,2012,2012,Non-Hispanic other races,8,21,3350,6.27
Oregon,41,2013,2013,Mexican,2148-5,33,7318,4.51
Oregon,41,2013,2013,Non-Hispanic White,6,155,31998,4.84
Oregon,41,2013,2013,Non-Hispanic Black,7,10,1188,8.42 (Unreliable)
Oregon,41,2013,2013,Non-Hispanic other races,8,17,3324,5.11 (Unreliable)
Oregon,41,2014,2014,Mexican,2148-5,42,7365,5.7
Oregon,41,2014,2014,Non-Hispanic White,6,157,32338,4.85
Oregon,41,2014,2014,Non-Hispanic other races,8,12,3292,3.65 (Unreliable)
Oregon,41,2015,2015,Mexican,2148-5,27,7419,3.64
Oregon,41,2015,2015,Non-Hispanic White,6,164,32147,5.1
Oregon,41,2015,2015,Non-Hispanic Black,7,17,1335,12.73 (Unreliable)
Oregon,41,2015,2015,Non-Hispanic other races,8,19,3428,5.54 (Unreliable)
Oregon,41,2016,2016,Mexican,2148-5,35,7283,4.81
Oregon,41,2016,2016,Non-Hispanic White,6,150,32013,4.69
Oregon,41,2017,2017,Mexican,2148-5,42,7049,5.96
Oregon,41,2017,2017,Non-Hispanic White,6,146,30167,4.84
Oregon,41,2017,2017,Non-Hispanic Black,7,14,1348,10.39 (Unreliable)
Oregon,41,2017,2017,Non-Hispanic other races,8,19,3518,5.40 (Unreliable)
Pennsylvania,42,2007,2007,Mexican,2148-5,15,2992,5.01 (Unreliable)
Pennsylvania,42,2007,2007,Puerto Rican,2180-8,65,6545,9.93
Pennsylvania,42,2007,2007,Other and Unknown Hispanic,5,18,2485,7.24 (Unreliable)
Pennsylvania,42,2007,2007,Non-Hispanic White,6,600,107779,5.57
Pennsylvania,42,2007,2007,Non-Hispanic Black,7,322,21281,15.13
Pennsylvania,42,2007,2007,Non-Hispanic other races,8,32,6024,5.31
Pennsylvania,42,2007,2007,Origin unknown or not stated,9,72,1816,39.65
Pennsylvania,42,2008,2008,Mexican,2148-5,17,2840,5.99 (Unreliable)
Pennsylvania,42,2008,2008,Puerto Rican,2180-8,59,6693,8.82
Pennsylvania,42,2008,2008,Central or South American,4,13,1681,7.73 (Unreliable)
Pennsylvania,42,2008,2008,Other and Unknown Hispanic,5,27,2553,10.58
Pennsylvania,42,2008,2008,Non-Hispanic White,6,610,105896,5.76
Pennsylvania,42,2008,2008,Non-Hispanic Black,7,264,21654,12.19
Pennsylvania,42,2008,2008,Non-Hispanic other races,8,31,5847,5.3
Pennsylvania,42,2008,2008,Origin unknown or not stated,9,78,1904,40.97
Pennsylvania,42,2009,2009,Mexican,2148-5,23,2793,8.23
Pennsylvania,42,2009,2009,Puerto Rican,2180-8,61,6906,8.83
Pennsylvania,42,2009,2009,Other and Unknown Hispanic,5,30,2551,11.76
Pennsylvania,42,2009,2009,Non-Hispanic White,6,533,103297,5.16
Pennsylvania,42,2009,2009,Non-Hispanic Black,7,278,21480,12.94
Pennsylvania,42,2009,2009,Non-Hispanic other races,8,24,5996,4
Pennsylvania,42,2009,2009,Origin unknown or not stated,9,82,1548,52.97
Pennsylvania,42,2010,2010,Mexican,2148-5,18,2830,6.36 (Unreliable)
Pennsylvania,42,2010,2010,Puerto Rican,2180-8,63,6914,9.11
Pennsylvania,42,2010,2010,Other and Unknown Hispanic,5,25,2240,11.16
Pennsylvania,42,2010,2010,Non-Hispanic White,6,573,101136,5.67
Pennsylvania,42,2010,2010,Non-Hispanic Black,7,265,21025,12.6
Pennsylvania,42,2010,2010,Non-Hispanic other races,8,21,5971,3.52
Pennsylvania,42,2010,2010,Origin unknown or not stated,9,59,1453,40.61
Pennsylvania,42,2011,2011,Mexican,2148-5,17,2759,6.16 (Unreliable)
Pennsylvania,42,2011,2011,Puerto Rican,2180-8,52,7143,7.28
Pennsylvania,42,2011,2011,Other and Unknown Hispanic,5,20,2451,8.16
Pennsylvania,42,2011,2011,Non-Hispanic White,6,509,100790,5.05
Pennsylvania,42,2011,2011,Non-Hispanic Black,7,257,21027,12.22
Pennsylvania,42,2011,2011,Non-Hispanic other races,8,28,5999,4.67
Pennsylvania,42,2011,2011,Origin unknown or not stated,9,38,1184,32.09
Pennsylvania,42,2012,2012,Mexican,2148-5,10,2596,3.85 (Unreliable)
Pennsylvania,42,2012,2012,Puerto Rican,2180-8,61,7119,8.57
Pennsylvania,42,2012,2012,Other and Unknown Hispanic,5,24,2551,9.41
Pennsylvania,42,2012,2012,Non-Hispanic White,6,537,99531,5.4
Pennsylvania,42,2012,2012,Non-Hispanic Black,7,284,21209,13.39
Pennsylvania,42,2012,2012,Non-Hispanic other races,8,23,6629,3.47
Pennsylvania,42,2012,2012,Origin unknown or not stated,9,55,1087,50.6
Pennsylvania,42,2013,2013,Mexican,2148-5,14,2497,5.61 (Unreliable)
Pennsylvania,42,2013,2013,Puerto Rican,2180-8,49,7157,6.85
Pennsylvania,42,2013,2013,Central or South American,4,10,1679,5.96 (Unreliable)
Pennsylvania,42,2013,2013,Other and Unknown Hispanic,5,19,2623,7.24 (Unreliable)
Pennsylvania,42,2013,2013,Non-Hispanic White,6,511,98751,5.17
Pennsylvania,42,2013,2013,Non-Hispanic Black,7,255,20626,12.36
Pennsylvania,42,2013,2013,Non-Hispanic other races,8,26,6301,4.13
Pennsylvania,42,2013,2013,Origin unknown or not stated,9,51,1080,47.22
Pennsylvania,42,2014,2014,Puerto Rican,2180-8,61,7193,8.48
Pennsylvania,42,2014,2014,Other and Unknown Hispanic,5,20,2730,7.33
Pennsylvania,42,2014,2014,Non-Hispanic White,6,455,99306,4.58
Pennsylvania,42,2014,2014,Non-Hispanic Black,7,221,20169,10.96
Pennsylvania,42,2014,2014,Non-Hispanic other races,8,18,6567,2.74 (Unreliable)
Pennsylvania,42,2014,2014,Origin unknown or not stated,9,48,1730,27.75
Pennsylvania,42,2015,2015,Puerto Rican,2180-8,54,7435,7.26
Pennsylvania,42,2015,2015,Central or South American,4,10,1868,5.35 (Unreliable)
Pennsylvania,42,2015,2015,Other and Unknown Hispanic,5,13,2955,4.40 (Unreliable)
Pennsylvania,42,2015,2015,Non-Hispanic White,6,488,97845,4.99
Pennsylvania,42,2015,2015,Non-Hispanic Black,7,217,20160,10.76
Pennsylvania,42,2015,2015,Non-Hispanic other races,8,23,6474,3.55
Pennsylvania,42,2015,2015,Origin unknown or not stated,9,53,1618,32.76
Pennsylvania,42,2016,2016,Mexican,2148-5,16,2455,6.52 (Unreliable)
Pennsylvania,42,2016,2016,Puerto Rican,2180-8,60,7321,8.2
Pennsylvania,42,2016,2016,Other and Unknown Hispanic,5,21,3222,6.52
Pennsylvania,42,2016,2016,Non-Hispanic White,6,447,96053,4.65
Pennsylvania,42,2016,2016,Non-Hispanic Black,7,222,19680,11.28
Pennsylvania,42,2016,2016,Non-Hispanic other races,8,25,6882,3.63
Pennsylvania,42,2016,2016,Origin unknown or not stated,9,56,1446,38.73
Pennsylvania,42,2017,2017,Puerto Rican,2180-8,47,7481,6.28
Pennsylvania,42,2017,2017,Central or South American,4,11,2124,5.18 (Unreliable)
Pennsylvania,42,2017,2017,Other and Unknown Hispanic,5,24,3666,6.55
Pennsylvania,42,2017,2017,Non-Hispanic White,6,435,93865,4.63
Pennsylvania,42,2017,2017,Non-Hispanic Black,7,220,19809,11.11
Pennsylvania,42,2017,2017,Non-Hispanic other races,8,29,6829,4.25
Pennsylvania,42,2017,2017,Origin unknown or not stated,9,59,1402,42.08
Rhode Island,44,2007,2007,Non-Hispanic White,6,31,6000,5.17
Rhode Island,44,2007,2007,Non-Hispanic Black,7,12,1044,11.49 (Unreliable)
Rhode Island,44,2007,2007,Origin unknown or not stated,9,25,2132,11.73
Rhode Island,44,2008,2008,Central or South American,4,13,1419,9.16 (Unreliable)
Rhode Island,44,2008,2008,Non-Hispanic White,6,24,5999,4
Rhode Island,44,2008,2008,Origin unknown or not stated,9,17,1813,9.38 (Unreliable)
Rhode Island,44,2009,2009,Non-Hispanic White,6,33,6978,4.73
Rhode Island,44,2009,2009,Non-Hispanic Black,7,12,906,13.25 (Unreliable)
Rhode Island,44,2010,2010,Non-Hispanic White,6,45,7003,6.43
Rhode Island,44,2010,2010,Non-Hispanic Black,7,16,955,16.75 (Unreliable)
Rhode Island,44,2011,2011,Non-Hispanic White,6,30,6755,4.44
Rhode Island,44,2012,2012,Non-Hispanic White,6,38,6712,5.66
Rhode Island,44,2013,2013,Non-Hispanic White,6,32,6572,4.87
Rhode Island,44,2014,2014,Non-Hispanic White,6,16,6573,2.43 (Unreliable)
Rhode Island,44,2015,2015,Non-Hispanic White,6,31,6702,4.63
Rhode Island,44,2015,2015,Non-Hispanic Black,7,11,952,11.55 (Unreliable)
Rhode Island,44,2016,2016,Non-Hispanic White,6,26,6455,4.03
Rhode Island,44,2016,2016,Non-Hispanic Black,7,10,914,10.94 (Unreliable)
Rhode Island,44,2017,2017,Non-Hispanic White,6,26,6259,4.15
Rhode Island,44,2017,2017,Non-Hispanic Black,7,18,897,20.07 (Unreliable)
South Carolina,45,2007,2007,Mexican,2148-5,24,4232,5.67
South Carolina,45,2007,2007,Non-Hispanic White,6,218,34640,6.29
South Carolina,45,2007,2007,Non-Hispanic Black,7,276,20506,13.46
South Carolina,45,2008,2008,Mexican,2148-5,29,4162,6.97
South Carolina,45,2008,2008,Non-Hispanic White,6,217,34694,6.25
South Carolina,45,2008,2008,Non-Hispanic Black,7,243,20624,11.78
South Carolina,45,2009,2009,Mexican,2148-5,17,3577,4.75 (Unreliable)
South Carolina,45,2009,2009,Non-Hispanic White,6,173,33978,5.09
South Carolina,45,2009,2009,Non-Hispanic Black,7,217,19478,11.14
South Carolina,45,2010,2010,Mexican,2148-5,13,3147,4.13 (Unreliable)
South Carolina,45,2010,2010,Non-Hispanic White,6,178,33190,5.36
South Carolina,45,2010,2010,Non-Hispanic Black,7,216,18677,11.57
South Carolina,45,2011,2011,Mexican,2148-5,18,2893,6.22 (Unreliable)
South Carolina,45,2011,2011,Non-Hispanic White,6,159,32977,4.82
South Carolina,45,2011,2011,Non-Hispanic Black,7,222,18288,12.14
South Carolina,45,2012,2012,Non-Hispanic White,6,177,32848,5.39
South Carolina,45,2012,2012,Non-Hispanic Black,7,228,18175,12.54
South Carolina,45,2013,2013,Mexican,2148-5,13,2509,5.18 (Unreliable)
South Carolina,45,2013,2013,Non-Hispanic White,6,183,33085,5.53
South Carolina,45,2013,2013,Non-Hispanic Black,7,174,17815,9.77
South Carolina,45,2014,2014,Mexican,2148-5,10,2570,3.89 (Unreliable)
South Carolina,45,2014,2014,Non-Hispanic White,6,155,33639,4.61
South Carolina,45,2014,2014,Non-Hispanic Black,7,186,17878,10.4
South Carolina,45,2015,2015,Mexican,2148-5,18,2652,6.79 (Unreliable)
South Carolina,45,2015,2015,Non-Hispanic White,6,163,33927,4.8
South Carolina,45,2015,2015,Non-Hispanic Black,7,203,17801,11.4
South Carolina,45,2016,2016,Mexican,2148-5,20,2697,7.42
South Carolina,45,2016,2016,Non-Hispanic White,6,182,33522,5.43
South Carolina,45,2016,2016,Non-Hispanic Black,7,185,17071,10.84
South Carolina,45,2017,2017,Mexican,2148-5,19,2627,7.23 (Unreliable)
South Carolina,45,2017,2017,Non-Hispanic White,6,169,32848,5.14
South Carolina,45,2017,2017,Non-Hispanic Black,7,156,17384,8.97
South Carolina,45,2017,2017,Non-Hispanic other races,8,10,1451,6.89 (Unreliable)
South Dakota,46,2007,2007,Non-Hispanic White,6,48,9347,5.14
South Dakota,46,2007,2007,Non-Hispanic other races,8,21,2209,9.51
South Dakota,46,2008,2008,Non-Hispanic White,6,55,9193,5.98
South Dakota,46,2008,2008,Non-Hispanic other races,8,37,2197,16.84
South Dakota,46,2009,2009,Non-Hispanic White,6,55,9117,6.03
South Dakota,46,2009,2009,Non-Hispanic other races,8,20,2085,9.59
South Dakota,46,2010,2010,Non-Hispanic White,6,52,9003,5.78
South Dakota,46,2010,2010,Non-Hispanic other races,8,28,2018,13.88
South Dakota,46,2011,2011,Non-Hispanic White,6,44,8859,4.97
South Dakota,46,2011,2011,Non-Hispanic other races,8,22,2203,9.99
South Dakota,46,2012,2012,Non-Hispanic White,6,60,9048,6.63
South Dakota,46,2012,2012,Non-Hispanic other races,8,30,2182,13.75
South Dakota,46,2013,2013,Non-Hispanic White,6,50,9127,5.48
South Dakota,46,2013,2013,Non-Hispanic other races,8,24,2270,10.57
South Dakota,46,2014,2014,Non-Hispanic White,6,41,9122,4.49
South Dakota,46,2014,2014,Non-Hispanic other races,8,23,2194,10.48
South Dakota,46,2015,2015,Non-Hispanic White,6,55,9063,6.07
South Dakota,46,2015,2015,Non-Hispanic other races,8,29,2369,12.24
South Dakota,46,2016,2016,Non-Hispanic White,6,33,9024,3.66
South Dakota,46,2016,2016,Non-Hispanic other races,8,22,2199,10
South Dakota,46,2017,2017,Non-Hispanic White,6,64,8837,7.24
South Dakota,46,2017,2017,Non-Hispanic other races,8,21,2214,9.49
Tennessee,47,2007,2007,Mexican,2148-5,23,5571,4.13
Tennessee,47,2007,2007,Central or South American,4,13,1616,8.04 (Unreliable)
Tennessee,47,2007,2007,Non-Hispanic White,6,386,58577,6.59
Tennessee,47,2007,2007,Non-Hispanic Black,7,273,17763,15.37
Tennessee,47,2007,2007,Non-Hispanic other races,8,10,1871,5.34 (Unreliable)
Tennessee,47,2008,2008,Mexican,2148-5,41,5312,7.72
Tennessee,47,2008,2008,Non-Hispanic White,6,365,57653,6.33
Tennessee,47,2008,2008,Non-Hispanic Black,7,265,18133,14.61
Tennessee,47,2009,2009,Mexican,2148-5,28,4830,5.8
Tennessee,47,2009,2009,Central or South American,4,14,1563,8.96 (Unreliable)
Tennessee,47,2009,2009,Non-Hispanic White,6,344,55444,6.2
Tennessee,47,2009,2009,Non-Hispanic Black,7,256,17405,14.71
Tennessee,47,2010,2010,Mexican,2148-5,25,4602,5.43
Tennessee,47,2010,2010,Non-Hispanic White,6,361,53921,6.69
Tennessee,47,2010,2010,Non-Hispanic Black,7,214,16629,12.87
Tennessee,47,2011,2011,Mexican,2148-5,24,4588,5.23
Tennessee,47,2011,2011,Central or South American,4,10,1450,6.90 (Unreliable)
Tennessee,47,2011,2011,Non-Hispanic White,6,337,54131,6.23
Tennessee,47,2011,2011,Non-Hispanic Black,7,206,16557,12.44
Tennessee,47,2012,2012,Mexican,2148-5,14,4550,3.08 (Unreliable)
Tennessee,47,2012,2012,Non-Hispanic White,6,351,54712,6.42
Tennessee,47,2012,2012,Non-Hispanic Black,7,194,16645,11.66
Tennessee,47,2013,2013,Mexican,2148-5,23,4573,5.03
Tennessee,47,2013,2013,Central or South American,4,11,1572,7.00 (Unreliable)
Tennessee,47,2013,2013,Non-Hispanic White,6,305,54377,5.61
Tennessee,47,2013,2013,Non-Hispanic Black,7,187,16810,11.12
Tennessee,47,2013,2013,Non-Hispanic other races,8,10,1885,5.31 (Unreliable)
Tennessee,47,2014,2014,Mexican,2148-5,14,4305,3.25 (Unreliable)
Tennessee,47,2014,2014,Non-Hispanic White,6,307,55499,5.53
Tennessee,47,2014,2014,Non-Hispanic Black,7,208,16989,12.24
Tennessee,47,2014,2014,Non-Hispanic other races,8,14,2050,6.83 (Unreliable)
Tennessee,47,2015,2015,Mexican,2148-5,19,4641,4.09 (Unreliable)
Tennessee,47,2015,2015,Central or South American,4,13,1782,7.30 (Unreliable)
Tennessee,47,2015,2015,Non-Hispanic White,6,329,55420,5.94
Tennessee,47,2015,2015,Non-Hispanic Black,7,180,16792,10.72
Tennessee,47,2015,2015,Non-Hispanic other races,8,14,2068,6.77 (Unreliable)
Tennessee,47,2016,2016,Mexican,2148-5,28,4514,6.2
Tennessee,47,2016,2016,Non-Hispanic White,6,345,54508,6.33
Tennessee,47,2016,2016,Non-Hispanic Black,7,193,16419,11.75
Tennessee,47,2016,2016,Non-Hispanic other races,8,13,2164,6.01 (Unreliable)
Tennessee,47,2017,2017,Mexican,2148-5,36,4237,8.5
Tennessee,47,2017,2017,Non-Hispanic White,6,334,54377,6.14
Tennessee,47,2017,2017,Non-Hispanic Black,7,195,16663,11.7
Tennessee,47,2017,2017,Non-Hispanic other races,8,11,2198,5.00 (Unreliable)
Texas,48,2007,2007,Mexican,2148-5,900,160973,5.59
Texas,48,2007,2007,Central or South American,4,48,11558,4.15
Texas,48,2007,2007,Other and Unknown Hispanic,5,199,30121,6.61
Texas,48,2007,2007,Non-Hispanic White,6,770,140199,5.49
Texas,48,2007,2007,Non-Hispanic Black,7,572,46356,12.34
Texas,48,2007,2007,Non-Hispanic other races,8,66,16161,4.08
Texas,48,2008,2008,Mexican,2148-5,898,154612,5.81
Texas,48,2008,2008,Puerto Rican,2180-8,15,1605,9.35 (Unreliable)
Texas,48,2008,2008,Central or South American,4,71,12175,5.83
Texas,48,2008,2008,Other and Unknown Hispanic,5,186,34130,5.45
Texas,48,2008,2008,Non-Hispanic White,6,747,139389,5.36
Texas,48,2008,2008,Non-Hispanic Black,7,506,45951,11.01
Texas,48,2008,2008,Non-Hispanic other races,8,71,16812,4.22
Texas,48,2009,2009,Mexican,2148-5,795,150989,5.27
Texas,48,2009,2009,Puerto Rican,2180-8,10,1700,5.88 (Unreliable)
Texas,48,2009,2009,Central or South American,4,55,12418,4.43
Texas,48,2009,2009,Other and Unknown Hispanic,5,199,35612,5.59
Texas,48,2009,2009,Non-Hispanic White,6,764,137594,5.55
Texas,48,2009,2009,Non-Hispanic Black,7,494,45482,10.86
Texas,48,2009,2009,Non-Hispanic other races,8,80,17024,4.7
Texas,48,2010,2010,Mexican,2148-5,778,140004,5.56
Texas,48,2010,2010,Central or South American,4,59,11999,4.92
Texas,48,2010,2010,Other and Unknown Hispanic,5,212,34876,6.08
Texas,48,2010,2010,Non-Hispanic White,6,757,134920,5.61
Texas,48,2010,2010,Non-Hispanic Black,7,481,44560,10.79
Texas,48,2010,2010,Non-Hispanic other races,8,64,17057,3.75
Texas,48,2010,2010,Origin unknown or not stated,9,14,455,30.77 (Unreliable)
Texas,48,2011,2011,Mexican,2148-5,718,133750,5.37
Texas,48,2011,2011,Puerto Rican,2180-8,21,1716,12.24
Texas,48,2011,2011,Central or South American,4,52,11742,4.43
Texas,48,2011,2011,Other and Unknown Hispanic,5,165,34761,4.75
Texas,48,2011,2011,Non-Hispanic White,6,665,133894,4.97
Texas,48,2011,2011,Non-Hispanic Black,7,437,43212,10.11
Texas,48,2011,2011,Non-Hispanic other races,8,66,17472,3.78
Texas,48,2012,2012,Mexican,2148-5,743,134123,5.54
Texas,48,2012,2012,Puerto Rican,2180-8,14,1799,7.78 (Unreliable)
Texas,48,2012,2012,Central or South American,4,44,11919,3.69
Texas,48,2012,2012,Other and Unknown Hispanic,5,172,34526,4.98
Texas,48,2012,2012,Non-Hispanic White,6,687,135573,5.07
Texas,48,2012,2012,Non-Hispanic Black,7,494,44530,11.09
Texas,48,2012,2012,Non-Hispanic other races,8,66,19265,3.43
Texas,48,2013,2013,Mexican,2148-5,704,135638,5.19
Texas,48,2013,2013,Central or South American,4,57,11973,4.76
Texas,48,2013,2013,Other and Unknown Hispanic,5,188,35251,5.33
Texas,48,2013,2013,Non-Hispanic White,6,704,136608,5.15
Texas,48,2013,2013,Non-Hispanic Black,7,502,45825,10.95
Texas,48,2013,2013,Non-Hispanic other races,8,80,19080,4.19
